Station ID,Basin Area,Drainage Density,Stream Length,Basin Length,Centroidal Flowpath,Main Channel Slope,Flowpath 10-85 Slope,Basin Slope,Basin Relief,Compactness Coefficient,Form Factor,Elongation Ratio,Relief Ratio,Ruggedness Number,Overland Flow Path Length,Sinuosity
03314000,106562247.88370992,0.0009126618029028426,31483.76701722405,32290.03919569415,19979.080476056006,0.0017013840489481936,0.0007772327507811609,0.08520124066642362,92.07803,3.29749166523728,0.10220360828767855,0.3607349105458117,0.0028515924954202023,0.08403610401372968,547.8480620199983,2.20580015204628
03431060,14772100.039087849,0.0022855057160417716,8563.377513649802,9009.887408941911,4132.341314821034,0.005861659413821438,0.0037674034986223985,0.06766683358267692,67.8983,2.4597556297508913,0.18197155752717867,0.4813453885316171,0.007535976543226545,0.15518195315010838,218.7699625910109,1.5776985968911905
03083500,37038968.1990613,0.0014497099931559065,16050.323659977987,17031.136897796023,6412.030892205144,0.0003086453287062122,0.0003203197306470694,0.16559671198585071,155.21077,3.7804964607206233,0.12769432602947478,0.4032188804347236,0.00911335341761042,0.22501060381183796,344.89656714826026,1.5858143727224336
03072000,1825644.970278678,0.0038593905525898635,4548.905725600041,4794.748644444484,2666.6325082229578,0.0050640639961806655,0.0049256619991522345,0.21467507609832337,121.9948,2.305802220368717,0.07941172590100623,0.3179782221046446,0.025443418581343365,0.4708255660533774,129.55413379049511,1.9379696953696268
400150083053401,1651700.4092419369,0.005633551387116447,3244.8109104356836,3435.677921355893,1822.2206223252913,0.010003939403444085,0.010514183229787187,0.021027645380264515,34.924606,1.8385390964829518,0.13992856758451794,0.4220931007334224,0.010165273673109371,0.19674956439679686,88.75396098160502,1.377149361069007
03198350,407606.74373762845,0.003891826866388298,750.0412568839021,970.9265758759337,290.4218221282863,0.13062912604804156,0.06548880202865374,0.48279893965127313,280.80353,1.658034465049896,0.43238297310251533,0.7419751342358333,0.28921190830388055,1.0928387137933133,128.47436876451061,1.2425161140142773
03048900,2150543.014887815,0.0037638258306716323,2851.6672906232375,3041.6667153561784,1682.2055032854878,0.017767321178757737,0.0031442979791863924,0.18520654462952804,138.9901,1.6450249655219984,0.2324475017673046,0.5440233003512155,0.0456953736397851,0.5231345174689095,132.8435540044046,1.422246841774794
03234500,153124.99465486067,0.002816004210502044,344.17122410243144,700.4559727190461,305.0715899466712,0.0026509153308602157,4.7290536008954035e-07,0.3071882785810588,142.7697,1.5266019861983198,0.3120932680505286,0.6303725014049741,0.20382394419805286,0.4020400737883599,177.5565526980724,1.1007976430409885
03246500,8690177.858470064,0.0028542298653675873,13183.97777622045,13677.71237628811,4686.661693548764,0.0015180958255312138,0.0013275678106260405,0.08646805393553728,37.78174,3.692823800059848,0.0464517127037859,0.24319571857896047,0.0027622848939819057,0.10783776576784561,175.17860284024692,2.2215225918034034
03353460,3841418.9804593623,0.005059044789654912,3103.0737565848976,3239.575317263355,1853.4173624670807,0.008829809904923519,0.010834816959801258,0.05603068784186365,39.87146,2.883483863405876,0.36602901671327376,0.6826731418474495,0.01230761938099315,0.2017115017713153,98.8328865999437,1.2858759256970402
03428200,79512841.89951222,0.0010920325370225826,27044.778129108727,27911.484083170344,11534.292673863107,0.00179314274547078,0.0015958941735481078,0.024851951183896305,106.53377,3.982378857139698,0.10206372579348605,0.3604879634096992,0.00381684353948171,0.11633834062021875,457.8618155126089,1.472028384168474
03288190,1658238.7057660555,0.0037351972565653467,2413.338817608475,2578.8823622998093,1290.1400569651798,0.008697603809057637,0.0074375215403424694,0.03437755359537502,29.364014,2.3283488028026795,0.24933542370236428,0.5634391904732463,0.011386333126761395,0.10968038330893483,133.86173892721496,1.3008563246321883
03048500,39487570.78759582,0.0014508078145125329,30313.05469799457,31074.410688254055,12195.348850490223,0.0006234573008876659,0.0005970546885691664,0.18438467810884893,244.53961,4.37784845786367,0.04089353130276249,0.228182517249991,0.00786948509722956,0.3547799797811035,344.63558508471266,1.6999081246853576
03425520,53013903.67912411,0.0012752454146280005,21103.11994762235,21940.088770935057,11138.360612604549,0.0024208907742301823,0.0013755753052682184,0.06052162704545791,181.298,2.0503798052488866,0.11013187263230452,0.3744652926122611,0.008263321358597399,0.23119944847399385,392.0813941102106,1.9172749896569041
03168000,1991784.5065740342,0.004561066968978891,2695.0935294135124,2889.5180643093863,1402.5086428286347,0.030482933899527453,0.01600136035716816,0.23442322690835465,158.83191,1.7569916184187673,0.23855664704317595,0.551125899114531,0.05496830462544603,0.7244429745793277,109.62347262178821,1.826854634759397
03363500,19219741.415516924,0.002109090919487414,15568.470147311398,16143.101336041294,10475.800331007547,0.001794828489906185,0.0014370506833598956,0.06122230496342181,45.718033,4.382817146311035,0.07375196473933363,0.30643746182220105,0.002832047689302637,0.09642348791316285,237.068964348639,1.8065191517090444
